"symbol","date","open","high","low","close","volume","adjusted"
"EURUSD=X",2008-02-26,1.483591,1.503895,1.478393,1.49961,0,1.49961
"EURUSD=X",2008-02-27,1.49979,1.514005,1.498397,1.511807,0,1.511807
"EURUSD=X",2008-02-28,1.511807,1.522789,1.507704,1.519595,0,1.519595
"EURUSD=X",2008-02-29,1.518695,1.52381,1.515496,1.519203,0,1.519203
"EURUSD=X",2008-03-03,1.520311,1.526997,1.516392,1.520011,0,1.520011
"EURUSD=X",2008-03-04,1.519896,1.524599,1.517704,1.521005,0,1.521005
"EURUSD=X",2008-03-05,1.520889,1.529005,1.515289,1.527697,0,1.527697
"EURUSD=X",2008-03-06,1.527791,1.539812,1.527394,1.538509,0,1.538509
"EURUSD=X",2008-03-07,1.538509,1.54371,1.532591,1.533601,0,1.533601
"EURUSD=X",2008-03-10,1.537988,1.538698,1.532309,1.534095,0,1.534095
"EURUSD=X",2008-03-11,1.534189,1.548803,1.528795,1.534189,0,1.534189
"EURUSD=X",2008-03-12,1.534095,1.557099,1.534095,1.554002,0,1.554002
"EURUSD=X",2008-03-13,1.554195,1.564505,1.552506,1.562207,0,1.562207
"EURUSD=X",2008-03-14,1.562305,1.568209,1.553905,1.561792,0,1.561792
"EURUSD=X",2008-03-17,1.574803,1.590306,0.072902,1.574803,0,1.574803
"EURUSD=X",2008-03-18,1.574704,1.582804,1.561695,1.565803,0,1.565803
"EURUSD=X",2008-03-19,1.565901,1.577909,1.558701,1.563893,0,1.563893
"EURUSD=X",2008-03-20,1.564089,1.564089,1.54031,1.544211,0,1.544211
"EURUSD=X",2008-03-21,1.543805,1.569711,1.540998,1.569711,0,1.569711
"EURUSD=X",2008-03-24,1.54069,1.544807,1.53459,1.543496,0,1.543496
"EURUSD=X",2008-03-25,1.543901,1.565705,1.541711,1.561207,0,1.561207
"EURUSD=X",2008-03-26,1.561207,1.585791,1.55909,1.582404,0,1.582404
"EURUSD=X",2008-03-27,1.582003,1.58451,1.573292,1.581403,0,1.581403
"EURUSD=X",2008-03-28,1.580903,1.583606,1.575002,1.576094,0,1.576094
"EURUSD=X",2008-03-31,1.579305,1.589092,1.575101,1.575796,0,1.575796
"EURUSD=X",2008-04-01,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-04-02,1.561695,1.569908,1.554195,1.567791,0,1.567791
"EURUSD=X",2008-04-03,1.56789,1.568603,1.551711,1.566711,0,1.566711
"EURUSD=X",2008-04-04,1.566588,1.575299,1.564407,1.573688,0,1.573688
"EURUSD=X",2008-04-07,1.572995,1.573589,1.563893,1.5705,0,1.5705
"EURUSD=X",2008-04-08,1.557002,1.562964,1.555791,1.557802,0,1.557802
"EURUSD=X",2008-04-09,1.569292,1.586093,1.569095,1.582404,0,1.582404
"EURUSD=X",2008-04-10,1.582304,1.590306,1.572797,1.574208,0,1.574208
"EURUSD=X",2008-04-11,1.574307,1.585012,1.574109,1.582203,0,1.582203
"EURUSD=X",2008-04-14,1.572006,1.588588,1.56789,1.582504,0,1.582504
"EURUSD=X",2008-04-15,1.582604,1.587302,1.576293,1.578607,0,1.578607
"EURUSD=X",2008-04-16,1.578407,1.597597,1.578009,1.595813,0,1.595813
"EURUSD=X",2008-04-17,1.595405,1.597597,1.585892,1.590204,0,1.590204
"EURUSD=X",2008-04-18,1.590407,1.595405,1.572105,1.573391,0,1.573391
"EURUSD=X",2008-04-21,1.580403,1.594311,1.579879,1.591191,0,1.591191
"EURUSD=X",2008-04-22,1.591141,1.601307,1.584309,1.598798,0,1.598798
"EURUSD=X",2008-04-23,1.598184,1.599795,1.586496,1.587402,0,1.587402
"EURUSD=X",2008-04-24,1.587604,1.588487,1.564456,1.568406,0,1.568406
"EURUSD=X",2008-04-25,1.568431,1.570697,1.556057,1.563697,0,1.563697
"EURUSD=X",2008-04-28,1.560111,1.5688,1.560111,1.565288,0,1.565288
"EURUSD=X",2008-04-29,1.565092,1.566097,1.555379,1.556711,0,1.556711
"EURUSD=X",2008-04-30,1.556881,1.563868,1.552988,1.562207,0,1.562207
"EURUSD=X",2008-05-01,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-05-02,1.547796,1.549811,1.537705,1.5434,0,1.5434
"EURUSD=X",2008-05-05,1.543496,1.551807,1.54321,1.549811,0,1.549811
"EURUSD=X",2008-05-06,1.549835,1.559162,1.546097,1.553591,0,1.553591
"EURUSD=X",2008-05-07,1.553808,1.553808,1.53709,1.538509,0,1.538509
"EURUSD=X",2008-05-08,1.557608,1.557608,1.545165,1.546408,0,1.546408
"EURUSD=X",2008-05-09,1.539693,1.548995,1.539622,1.548995,0,1.548995
"EURUSD=X",2008-05-12,1.545595,1.556881,1.537894,1.554002,0,1.554002
"EURUSD=X",2008-05-13,1.553639,1.556178,1.543901,1.5477,0,1.5477
"EURUSD=X",2008-05-14,1.547293,1.548491,1.540405,1.54691,0,1.54691
"EURUSD=X",2008-05-15,1.54679,1.554509,1.542805,1.545094,0,1.545094
"EURUSD=X",2008-05-16,1.545237,1.5596,1.544092,1.5596,0,1.5596
"EURUSD=X",2008-05-19,1.558312,1.562988,1.549211,1.552795,0,1.552795
"EURUSD=X",2008-05-20,1.552988,1.567791,1.551037,1.565411,0,1.565411
"EURUSD=X",2008-05-21,1.564407,1.579904,1.563991,1.578806,0,1.578806
"EURUSD=X",2008-05-22,1.578706,1.580878,1.569809,1.573193,0,1.573193
"EURUSD=X",2008-05-23,1.573193,1.579305,1.5705,1.578507,0,1.578507
"EURUSD=X",2008-05-26,1.576839,1.579305,1.574481,1.577934,0,1.577934
"EURUSD=X",2008-05-27,1.57781,1.581803,1.567693,1.569095,0,1.569095
"EURUSD=X",2008-05-28,1.569268,1.575597,1.561622,1.565607,0,1.565607
"EURUSD=X",2008-05-29,1.565215,1.566392,1.548995,1.551807,0,1.551807
"EURUSD=X",2008-05-30,1.55159,1.556832,1.54679,1.554098,0,1.554098
"EURUSD=X",2008-06-02,1.556396,1.557293,1.549811,1.554606,0,1.554606
"EURUSD=X",2008-06-03,1.554606,1.562646,1.542401,1.545022,0,1.545022
"EURUSD=X",2008-06-04,1.54507,1.547892,1.542305,1.543258,0,1.543258
"EURUSD=X",2008-06-05,1.5434,1.559989,1.537894,1.558895,0,1.558895
"EURUSD=X",2008-06-06,1.55909,1.578607,1.557705,1.578507,0,1.578507
"EURUSD=X",2008-06-09,1.579005,1.584209,1.562305,1.564358,0,1.564358
"EURUSD=X",2008-06-10,1.5647,1.565509,1.544712,1.546408,0,1.546408
"EURUSD=X",2008-06-11,1.546503,1.558191,1.54581,1.555791,0,1.555791
"EURUSD=X",2008-06-12,1.555403,1.55659,1.538959,1.546097,0,1.546097
"EURUSD=X",2008-06-13,1.545189,1.546288,1.531511,1.536901,0,1.536901
"EURUSD=X",2008-06-16,1.539172,1.551711,1.535296,1.547389,0,1.547389
"EURUSD=X",2008-06-17,1.547389,1.554896,1.546479,1.552193,0,1.552193
"EURUSD=X",2008-06-18,1.552,1.554002,1.54691,1.553808,0,1.553808
"EURUSD=X",2008-06-19,1.553905,1.558676,1.54691,1.550989,0,1.550989
"EURUSD=X",2008-06-20,1.550989,1.56519,1.549499,1.562793,0,1.562793
"EURUSD=X",2008-06-23,1.559892,1.562549,1.547389,1.552289,0,1.552289
"EURUSD=X",2008-06-24,1.552602,1.562012,1.549691,1.557002,0,1.557002
"EURUSD=X",2008-06-25,1.557026,1.568603,1.554195,1.567398,0,1.567398
"EURUSD=X",2008-06-26,1.567496,1.576591,1.564211,1.575299,0,1.575299
"EURUSD=X",2008-06-27,1.575051,1.579904,1.572599,1.575299,0,1.575299
"EURUSD=X",2008-06-30,1.579405,1.583506,1.57349,1.575002,0,1.575002
"EURUSD=X",2008-07-01,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-07-02,1.579205,1.589193,1.578308,1.587806,0,1.587806
"EURUSD=X",2008-07-03,1.588007,1.590508,1.568504,1.570007,0,1.570007
"EURUSD=X",2008-07-04,1.569809,1.572599,1.566907,1.571388,0,1.571388
"EURUSD=X",2008-07-07,1.5705,1.574902,1.561597,1.572006,0,1.572006
"EURUSD=X",2008-07-08,1.541806,1.550195,1.531394,1.53339,0,1.53339
"EURUSD=X",2008-07-09,1.56676,1.574902,1.565386,1.573589,0,1.573589
"EURUSD=X",2008-07-10,1.57349,1.579804,1.569588,1.578507,0,1.578507
"EURUSD=X",2008-07-11,1.578706,1.594896,1.57679,1.594896,0,1.594896
"EURUSD=X",2008-07-14,1.591495,1.593321,1.58461,1.589092,0,1.589092
"EURUSD=X",2008-07-15,1.588966,1.602821,1.587402,1.589901,0,1.589901
"EURUSD=X",2008-07-16,1.590027,1.594591,1.580603,1.582203,0,1.582203
"EURUSD=X",2008-07-17,1.582103,1.589193,1.579255,1.58559,0,1.58559
"EURUSD=X",2008-07-18,1.585389,1.588209,1.581203,1.585389,0,1.585389
"EURUSD=X",2008-07-21,1.583406,1.593092,1.583205,1.591394,0,1.591394
"EURUSD=X",2008-07-22,1.591318,1.59421,1.57679,1.579205,0,1.579205
"EURUSD=X",2008-07-23,1.57933,1.579804,1.5673,1.569243,0,1.569243
"EURUSD=X",2008-07-24,1.569292,1.571117,1.563599,1.568874,0,1.568874
"EURUSD=X",2008-07-25,1.568898,1.575101,1.56649,1.5673,0,1.5673
"EURUSD=X",2008-07-28,1.569809,1.576491,1.568701,1.574134,0,1.574134
"EURUSD=X",2008-07-29,1.57401,1.575796,1.555718,1.55909,0,1.55909
"EURUSD=X",2008-07-30,1.558895,1.561329,1.552602,1.557366,0,1.557366
"EURUSD=X",2008-07-31,1.557341,1.569711,1.557196,1.559308,0,1.559308
"EURUSD=X",2008-08-01,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-04,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-05,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-06,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-07,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-08,1.533413,1.533601,1.499992,1.504891,0,1.504891
"EURUSD=X",2008-08-11,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-12,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-13,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-14,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-15,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-18,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-19,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-20,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-21,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-22,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-25,NA,NA,NA,NA,NA,NA
"EURUSD=X",2008-08-26,1.461903,1.468105,1.45779,1.464794,0,1.464794
"EURUSD=X",2008-08-27,1.464794,1.477192,1.464193,1.472581,0,1.472581
"EURUSD=X",2008-08-28,1.472299,1.480801,1.468105,1.47141,0,1.47141
"EURUSD=X",2008-08-29,1.471194,1.476385,1.464601,1.467093,0,1.467093
"EURUSD=X",2008-09-01,1.46927,1.470307,1.456494,1.457492,0,1.457492
"EURUSD=X",2008-09-02,1.45779,1.459598,1.447408,1.451589,0,1.451589
"EURUSD=X",2008-09-03,1.4518,1.453172,1.43887,1.448604,0,1.448604
"EURUSD=X",2008-09-04,1.448646,1.453996,1.422698,1.426493,0,1.426493
"EURUSD=X",2008-09-05,1.426005,1.433692,1.420293,1.427491,0,1.427491
"EURUSD=X",2008-09-08,1.504891,1.505004,1.504008,1.505004,0,1.505004
"EURUSD=X",2008-09-09,1.415208,1.422495,1.405501,1.414847,0,1.414847
"EURUSD=X",2008-09-10,1.415008,1.417193,1.396005,1.398406,0,1.398406
"EURUSD=X",2008-09-11,1.398308,1.403903,1.3897,1.3996,0,1.3996
"EURUSD=X",2008-09-12,1.399796,1.423994,1.3978,1.423994,0,1.423994
"EURUSD=X",2008-09-15,1.430554,1.447408,1.410099,1.4269,0,1.4269
"EURUSD=X",2008-09-16,1.426391,1.427613,1.408907,1.413507,0,1.413507
"EURUSD=X",2008-09-17,1.413507,1.438001,1.410636,1.432932,0,1.432932
"EURUSD=X",2008-09-18,1.432809,1.452707,1.429,1.430492,0,1.430492
"EURUSD=X",2008-09-19,1.430492,1.449695,1.416009,1.441795,0,1.441795
"EURUSD=X",2008-09-22,1.445296,1.485707,1.445296,1.479596,0,1.479596
"EURUSD=X",2008-09-23,1.479596,1.482624,1.462801,1.469292,0,1.469292
"EURUSD=X",2008-09-24,1.469097,1.474013,1.461305,1.463315,0,1.463315
"EURUSD=X",2008-09-25,1.4634,1.476494,1.458406,1.464193,0,1.464193
"EURUSD=X",2008-09-26,1.4643,1.467911,1.456304,1.459897,0,1.459897
"EURUSD=X",2008-09-29,1.454799,1.456028,1.431004,1.439325,0,1.439325
"EURUSD=X",2008-09-30,1.439408,1.441795,1.402092,1.409642,0,1.409642
"EURUSD=X",2008-10-01,1.410298,1.417033,1.398699,1.40162,0,1.40162
"EURUSD=X",2008-10-02,1.402092,1.402092,1.376197,1.380796,0,1.380796
"EURUSD=X",2008-10-03,1.380605,1.38968,1.372006,1.378493,0,1.378493
"EURUSD=X",2008-10-06,1.36502,1.367409,1.345316,1.350494,0,1.350494
"EURUSD=X",2008-10-07,1.351004,1.373004,1.348909,1.358806,0,1.358806
"EURUSD=X",2008-10-08,1.505004,1.505004,1.491402,1.495707,0,1.495707
"EURUSD=X",2008-10-09,1.362899,1.378379,1.358419,1.359804,0,1.359804
"EURUSD=X",2008-10-10,1.360008,1.363587,1.328304,1.3398,0,1.3398
"EURUSD=X",2008-10-13,1.361804,1.367409,1.346167,1.362194,0,1.362194
"EURUSD=X",2008-10-14,1.362194,1.376103,1.361415,1.361804,0,1.361804
"EURUSD=X",2008-10-15,1.361507,1.368176,1.343003,1.344393,0,1.344393
"EURUSD=X",2008-10-16,1.344303,1.353198,1.335791,1.349,0,1.349
"EURUSD=X",2008-10-17,1.349,1.351497,1.339298,1.3423,0,1.3423
"EURUSD=X",2008-10-20,1.340501,1.352686,1.329204,1.331327,0,1.331327
"EURUSD=X",2008-10-21,1.331398,1.335203,1.305296,1.306114,0,1.306114
"EURUSD=X",2008-10-22,1.305943,1.306797,1.2791,1.281673,0,1.281673
"EURUSD=X",2008-10-23,1.281542,1.299798,1.273399,1.294498,0,1.294498
"EURUSD=X",2008-10-24,1.294113,1.294113,1.2505,1.262993,0,1.262993
"EURUSD=X",2008-10-27,1.263807,1.266207,1.2353,1.246463,0,1.246463
"EURUSD=X",2008-10-28,1.246836,1.283005,1.234294,1.280902,0,1.280902
"EURUSD=X",2008-10-29,1.281493,1.297757,1.2636,1.295924,0,1.295924
"EURUSD=X",2008-10-30,1.296008,1.326594,1.281903,1.286803,0,1.286803
"EURUSD=X",2008-10-31,1.287996,1.287996,1.268006,1.270196,0,1.270196
"EURUSD=X",2008-11-03,1.277498,1.289441,1.258194,1.261798,0,1.261798
"EURUSD=X",2008-11-04,1.262021,1.304597,1.253023,1.298398,0,1.298398
"EURUSD=X",2008-11-05,1.298499,1.310307,1.280984,1.291806,0,1.291806
"EURUSD=X",2008-11-06,1.291422,1.292708,1.268006,1.269503,0,1.269503
"EURUSD=X",2008-11-07,1.269293,1.284736,1.265807,1.271407,0,1.271407
"EURUSD=X",2008-11-10,1.282479,1.292608,1.272605,1.274795,0,1.274795
"EURUSD=X",2008-11-11,1.274811,1.279738,1.248704,1.251596,0,1.251596
"EURUSD=X",2008-11-12,1.252599,1.262993,1.244276,1.245904,0,1.245904
"EURUSD=X",2008-11-13,1.246696,1.283401,1.240095,1.278871,0,1.278871
"EURUSD=X",2008-11-14,1.278805,1.279803,1.259002,1.2597,0,1.2597
"EURUSD=X",2008-11-17,1.252897,1.273853,1.251799,1.264398,0,1.264398
"EURUSD=X",2008-11-18,1.264542,1.2691,1.257197,1.263695,0,1.263695
"EURUSD=X",2008-11-19,1.263408,1.27982,1.248003,1.250531,0,1.250531
"EURUSD=X",2008-11-20,1.250328,1.2584,1.243394,1.243905,0,1.243905
"EURUSD=X",2008-11-21,1.244106,1.263584,1.243704,1.259097,0,1.259097
"EURUSD=X",2008-11-24,1.263759,1.295605,1.257182,1.291773,0,1.291773
"EURUSD=X",2008-11-25,1.291606,1.307412,1.281197,1.303407,0,1.303407
"EURUSD=X",2008-11-26,1.303407,1.303407,1.282495,1.289923,0,1.289923
"EURUSD=X",2008-11-27,1.289624,1.295706,1.286505,1.289507,0,1.289507
"EURUSD=X",2008-11-28,1.289607,1.295102,1.265422,1.269793,0,1.269793
"EURUSD=X",2008-12-01,1.267507,1.270164,1.258606,1.259906,0,1.259906
"EURUSD=X",2008-12-02,1.259795,1.276129,1.257024,1.271326,0,1.271326
"EURUSD=X",2008-12-03,1.270923,1.273999,1.261098,1.270793,0,1.270793
"EURUSD=X",2008-12-04,1.270406,1.284208,1.256297,1.2774,0,1.2774
"EURUSD=X",2008-12-05,1.277694,1.279198,1.263807,1.271698,0,1.271698
"EURUSD=X",2008-12-08,1.489891,1.496401,1.481811,1.491803,0,1.491803
"EURUSD=X",2008-12-09,1.291406,1.299596,1.280902,1.292608,0,1.292608
"EURUSD=X",2008-12-10,1.292741,1.305193,1.290806,1.301406,0,1.301406
"EURUSD=X",2008-12-11,1.301592,1.339495,1.300864,1.332996,0,1.332996
"EURUSD=X",2008-12-12,1.332924,1.340986,1.325539,1.335399,0,1.335399
"EURUSD=X",2008-12-15,1.343996,1.372194,1.343598,1.3696,0,1.3696
"EURUSD=X",2008-12-16,1.369619,1.413308,1.363698,1.406193,0,1.406193
"EURUSD=X",2008-12-17,1.406391,1.442814,1.402289,1.440839,0,1.440839
"EURUSD=X",2008-12-18,1.440694,1.467998,1.4211,1.429307,0,1.429307
"EURUSD=X",2008-12-19,1.429204,1.430697,1.382992,1.392603,0,1.392603
"EURUSD=X",2008-12-22,1.397995,1.411393,1.391595,1.395907,0,1.395907
"EURUSD=X",2008-12-23,1.39579,1.401994,1.391905,1.393787,0,1.393787
"EURUSD=X",2008-12-24,1.394097,1.401797,1.393903,1.400894,0,1.400894
"EURUSD=X",2008-12-25,1.400697,1.414007,1.398406,1.401502,0,1.401502
"EURUSD=X",2008-12-26,1.401601,1.411293,1.399482,1.402702,0,1.402702
"EURUSD=X",2008-12-29,1.410596,1.435998,1.392506,1.403903,0,1.403903
"EURUSD=X",2008-12-30,1.403548,1.42201,1.400207,1.414007,0,1.414007
"EURUSD=X",2008-12-31,1.413607,1.414507,1.385502,1.397995,0,1.397995
"EURUSD=X",2009-01-01,1.397995,1.405402,1.395498,1.399894,0,1.399894
"EURUSD=X",2009-01-02,1.400266,1.402308,1.384294,1.392292,0,1.392292
"EURUSD=X",2009-01-05,1.39579,1.39579,1.355601,1.364592,0,1.364592
"EURUSD=X",2009-01-06,1.363178,1.363178,1.331806,1.351004,0,1.351004
"EURUSD=X",2009-01-07,1.349947,1.374193,1.343725,1.3611,0,1.3611
"EURUSD=X",2009-01-08,1.361341,1.378436,1.353803,1.369901,0,1.369901
"EURUSD=X",2009-01-09,1.369976,1.372476,1.341904,1.345497,0,1.345497
"EURUSD=X",2009-01-12,1.342696,1.344393,1.330495,1.336005,0,1.336005
"EURUSD=X",2009-01-13,1.336005,1.336005,1.315703,1.320202,0,1.320202
"EURUSD=X",2009-01-14,1.320707,1.332694,1.310204,1.321702,0,1.321702
"EURUSD=X",2009-01-15,1.320498,1.322996,1.304308,1.315807,0,1.315807
"EURUSD=X",2009-01-16,1.316205,1.333387,1.314994,1.329204,0,1.329204
"EURUSD=X",2009-01-19,1.335791,1.337632,1.306165,1.309397,0,1.309397
"EURUSD=X",2009-01-20,1.309792,1.309929,1.285413,1.288494,0,1.288494
"EURUSD=X",2009-01-21,1.288593,1.307053,1.285099,1.300508,0,1.300508
"EURUSD=X",2009-01-22,1.298904,1.307292,1.292006,1.300678,0,1.300678
"EURUSD=X",2009-01-23,1.300644,1.301524,1.277596,1.296496,0,1.296496
"EURUSD=X",2009-01-26,1.290206,1.323399,1.286604,1.319192,0,1.319192
"EURUSD=X",2009-01-27,1.318844,1.331505,1.313094,1.321598,0,1.321598
"EURUSD=X",2009-01-28,1.322017,1.331203,1.310805,1.315322,0,1.315322
"EURUSD=X",2009-01-29,1.315097,1.316881,1.292207,1.293795,0,1.293795
"EURUSD=X",2009-01-30,1.293895,1.293895,1.2782,1.283697,0,1.283697
"EURUSD=X",2009-02-02,1.275396,1.289308,1.271003,1.281493,0,1.281493
"EURUSD=X",2009-02-03,1.281197,1.305108,1.280524,1.301287,0,1.301287
"EURUSD=X",2009-02-04,1.301406,1.306728,1.282298,1.285562,0,1.285562
"EURUSD=X",2009-02-05,1.285694,1.289807,1.277498,1.279116,0,1.279116
"EURUSD=X",2009-02-06,1.279034,1.298786,1.275705,1.292708,0,1.292708
"EURUSD=X",2009-02-09,1.296092,1.308404,1.288593,1.295908,0,1.295908
"EURUSD=X",2009-02-10,1.296798,1.305006,1.281296,1.291406,0,1.291406
"EURUSD=X",2009-02-11,1.291806,1.299073,1.283878,1.286803,0,1.286803
"EURUSD=X",2009-02-12,1.286604,1.293778,1.273107,1.289092,0,1.289092
"EURUSD=X",2009-02-13,1.288593,1.294197,1.282594,1.286604,0,1.286604
"EURUSD=X",2009-02-16,1.279394,1.282002,1.273204,1.279902,0,1.279902
"EURUSD=X",2009-02-17,1.279361,1.279361,1.256597,1.258194,0,1.258194
"EURUSD=X",2009-02-18,1.259604,1.263408,1.252176,1.256897,0,1.256897
"EURUSD=X",2009-02-19,1.25666,1.275494,1.256108,1.265903,0,1.265903
"EURUSD=X",2009-02-20,1.265935,1.293293,1.256408,1.293293,0,1.293293
"EURUSD=X",2009-02-23,1.2791,1.298499,1.269487,1.267813,0,1.267813
"EURUSD=X",2009-02-24,1.267507,1.287697,1.266897,1.287399,0,1.287399
"EURUSD=X",2009-02-25,1.286604,1.289607,1.269599,1.272426,0,1.272426
"EURUSD=X",2009-02-26,1.271989,1.280607,1.269503,1.272054,0,1.272054
"EURUSD=X",2009-02-27,1.272103,1.274892,1.2614,1.267893,0,1.267893
"EURUSD=X",2009-03-02,1.259827,1.262594,1.254595,1.256408,0,1.256408
"EURUSD=X",2009-03-03,1.256202,1.267218,1.253007,1.25318,0,1.25318
"EURUSD=X",2009-03-04,1.253196,1.2664,1.246898,1.263807,0,1.263807
"EURUSD=X",2009-03-05,1.262961,1.263807,1.248502,1.254674,0,1.254674
"EURUSD=X",2009-03-06,1.2548,1.274096,1.254595,1.263807,0,1.263807
"EURUSD=X",2009-03-09,1.271698,1.272394,1.255997,1.262276,0,1.262276
"EURUSD=X",2009-03-10,1.262196,1.281805,1.262196,1.271666,0,1.271666
"EURUSD=X",2009-03-11,1.271537,1.286306,1.263201,1.280672,0,1.280672
"EURUSD=X",2009-03-12,1.280623,1.294197,1.273593,1.28989,0,1.28989
"EURUSD=X",2009-03-13,1.290006,1.295437,1.287101,1.292992,0,1.292992
"EURUSD=X",2009-03-16,1.288627,1.306694,1.2872,1.297606,0,1.297606
"EURUSD=X",2009-03-17,1.296983,1.304002,1.293594,1.303322,0,1.303322
"EURUSD=X",2009-03-18,1.303407,1.352997,1.299292,1.348399,0,1.348399
"EURUSD=X",2009-03-19,1.348909,1.373193,1.342408,1.366195,0,1.366195
"EURUSD=X",2009-03-20,1.3664,1.3721,1.353107,1.358197,0,1.358197
"EURUSD=X",2009-03-23,1.362825,1.372891,1.350621,1.362045,0,1.362045
"EURUSD=X",2009-03-24,1.361693,1.367877,1.34414,1.348127,0,1.348127
"EURUSD=X",2009-03-25,1.3486,1.361507,1.342895,1.3577,0,1.3577
"EURUSD=X",2009-03-26,1.3577,1.363494,1.350804,1.35307,0,1.35307
"EURUSD=X",2009-03-27,1.352997,1.358991,1.326893,1.329204,0,1.329204
"EURUSD=X",2009-03-30,1.326401,1.328498,1.312405,1.318618,0,1.318618
"EURUSD=X",2009-03-31,1.318496,1.333707,1.3182,1.324696,0,1.324696
"EURUSD=X",2009-04-01,1.324503,1.327898,1.317593,1.3241,0,1.3241
"EURUSD=X",2009-04-02,1.324205,1.350694,1.323995,1.346692,0,1.346692
"EURUSD=X",2009-04-03,1.346602,1.3494,1.337596,1.348909,0,1.348909
"EURUSD=X",2009-04-06,1.352704,1.357792,1.336398,1.340572,0,1.340572
"EURUSD=X",2009-04-07,1.340536,1.340698,1.323592,1.327739,0,1.327739
"EURUSD=X",2009-04-08,1.328198,1.330796,1.315928,1.325135,0,1.325135
"EURUSD=X",2009-04-09,1.325205,1.333298,1.313905,1.315997,0,1.315997
"EURUSD=X",2009-04-10,1.315599,1.319801,1.31017,1.317593,0,1.317593
"EURUSD=X",2009-04-13,1.318131,1.339208,1.313836,1.336398,0,1.336398
"EURUSD=X",2009-04-14,1.336988,1.337793,1.323907,1.327404,0,1.327404
"EURUSD=X",2009-04-15,1.327404,1.328992,1.315703,1.322594,0,1.322594
"EURUSD=X",2009-04-16,1.322804,1.326665,1.313508,1.318044,0,1.318044
"EURUSD=X",2009-04-17,1.318479,1.319801,1.302406,1.304495,0,1.304495
"EURUSD=X",2009-04-20,1.304819,1.304819,1.290106,1.292892,0,1.292892
"EURUSD=X",2009-04-21,1.292925,1.298701,1.290123,1.293494,0,1.293494
"EURUSD=X",2009-04-22,1.293393,1.303305,1.29009,1.300576,0,1.300576
"EURUSD=X",2009-04-23,1.300492,1.315599,1.298499,1.314095,0,1.314095
"EURUSD=X",2009-04-24,1.313991,1.329893,1.311906,1.325803,0,1.325803
"EURUSD=X",2009-04-27,1.322506,1.323206,1.300728,1.301897,0,1.301897
"EURUSD=X",2009-04-28,1.302592,1.316534,1.297236,1.313094,0,1.313094
"EURUSD=X",2009-04-29,1.312905,1.333796,1.312508,1.326594,0,1.326594
"EURUSD=X",2009-04-30,1.326225,1.338204,1.319993,1.323522,0,1.323522
"EURUSD=X",2009-05-01,1.323294,1.332694,1.323294,1.326805,0,1.326805
"EURUSD=X",2009-05-04,1.328286,1.343996,1.321493,1.341868,0,1.341868
"EURUSD=X",2009-05-05,1.341904,1.343689,1.328992,1.331593,0,1.331593
"EURUSD=X",2009-05-06,1.331717,1.337202,1.324802,1.331292,0,1.331292
"EURUSD=X",2009-05-07,1.331576,1.347092,1.325504,1.339208,0,1.339208
"EURUSD=X",2009-05-08,1.339567,1.365206,1.334543,1.363903,0,1.363903
"EURUSD=X",2009-05-11,1.362398,1.366792,1.356208,1.358991,0,1.358991
"EURUSD=X",2009-05-12,1.359102,1.370802,1.356797,1.364498,0,1.364498
"EURUSD=X",2009-05-13,1.364592,1.3721,1.357497,1.358862,0,1.358862
"EURUSD=X",2009-05-14,1.359305,1.366475,1.353198,1.363605,0,1.363605
"EURUSD=X",2009-05-15,1.363568,1.364796,1.346493,1.350202,0,1.350202
"EURUSD=X",2009-05-18,1.348127,1.356392,1.342805,1.355803,0,1.355803
"EURUSD=X",2009-05-19,1.356153,1.366792,1.353491,1.363234,0,1.363234
"EURUSD=X",2009-05-20,1.363234,1.382992,1.358493,1.377297,0,1.377297
"EURUSD=X",2009-05-21,1.37741,1.392525,1.3734,1.390608,0,1.390608
"EURUSD=X",2009-05-22,1.39053,1.405007,1.390356,1.400305,0,1.400305
"EURUSD=X",2009-05-25,1.402426,1.403469,1.39659,1.400697,0,1.400697
"EURUSD=X",2009-05-26,1.400482,1.402308,1.386194,1.399404,0,1.399404
"EURUSD=X",2009-05-27,1.399306,1.400207,1.382399,1.383394,0,1.383394
"EURUSD=X",2009-05-28,1.383585,1.398093,1.379596,1.393107,0,1.393107
"EURUSD=X",2009-05-29,1.393088,1.416511,1.392796,1.415709,0,1.415709
